,date,zone,new_cases
873,2020-03-28,zone_4,67
874,2020-03-28,zone_5,52
875,2020-03-28,zone_6,95
876,2020-03-28,zone_7,31
877,2020-03-28,zone_8,105
878,2020-03-28,zone_9,26
879,2020-03-28,zone_10,31
880,2020-03-29,zone_1,25
881,2020-03-29,zone_2,118
882,2020-03-29,zone_3,36
883,2020-03-29,zone_4,60
884,2020-03-29,zone_5,60
885,2020-03-29,zone_6,112
886,2020-03-29,zone_7,32
887,2020-03-29,zone_8,133
888,2020-03-29,zone_9,35
889,2020-03-29,zone_10,39
890,2020-03-30,zone_1,30
891,2020-03-30,zone_2,112
892,2020-03-30,zone_3,38
893,2020-03-30,zone_4,75
894,2020-03-30,zone_5,45
895,2020-03-30,zone_6,106
896,2020-03-30,zone_7,59
897,2020-03-30,zone_8,121
898,2020-03-30,zone_9,23
899,2020-03-30,zone_10,28
900,2020-03-31,zone_1,25
901,2020-03-31,zone_2,119
902,2020-03-31,zone_3,40
903,2020-03-31,zone_4,76
904,2020-03-31,zone_5,61
905,2020-03-31,zone_6,183
906,2020-03-31,zone_7,28
907,2020-03-31,zone_8,108
908,2020-03-31,zone_9,26
909,2020-03-31,zone_10,43
910,2020-04-01,zone_1,36
911,2020-04-01,zone_2,130
912,2020-04-01,zone_3,25
913,2020-04-01,zone_4,75
914,2020-04-01,zone_5,54
915,2020-04-01,zone_6,127
916,2020-04-01,zone_7,29
917,2020-04-01,zone_8,129
918,2020-04-01,zone_9,30
919,2020-04-01,zone_10,37
920,2020-04-02,zone_1,46
921,2020-04-02,zone_2,119
922,2020-04-02,zone_3,30
923,2020-04-02,zone_4,65
924,2020-04-02,zone_5,65
925,2020-04-02,zone_6,111
926,2020-04-02,zone_7,33
927,2020-04-02,zone_8,127
928,2020-04-02,zone_9,22
929,2020-04-02,zone_10,34
930,2020-04-03,zone_1,47
931,2020-04-03,zone_2,119
932,2020-04-03,zone_3,31
933,2020-04-03,zone_4,81
934,2020-04-03,zone_5,48
935,2020-04-03,zone_6,125
936,2020-04-03,zone_7,27
937,2020-04-03,zone_8,141
938,2020-04-03,zone_9,16
939,2020-04-03,zone_10,47
940,2020-04-04,zone_1,27
941,2020-04-04,zone_2,127
942,2020-04-04,zone_3,35
943,2020-04-04,zone_4,76
944,2020-04-04,zone_5,58
945,2020-04-04,zone_6,107
946,2020-04-04,zone_7,41
947,2020-04-04,zone_8,117
948,2020-04-04,zone_9,22
949,2020-04-04,zone_10,32
950,2020-04-05,zone_1,30
951,2020-04-05,zone_2,103
952,2020-04-05,zone_3,40
953,2020-04-05,zone_4,76
954,2020-04-05,zone_5,67
955,2020-04-05,zone_6,130
956,2020-04-05,zone_7,33
957,2020-04-05,zone_8,123
958,2020-04-05,zone_9,23
959,2020-04-05,zone_10,26
960,2020-04-06,zone_1,34
961,2020-04-06,zone_2,119
962,2020-04-06,zone_3,35
963,2020-04-06,zone_4,74
964,2020-04-06,zone_5,63
965,2020-04-06,zone_6,230
966,2020-04-06,zone_7,39
967,2020-04-06,zone_8,144
968,2020-04-06,zone_9,25
969,2020-04-06,zone_10,41
970,2020-04-07,zone_1,41
971,2020-04-07,zone_2,141
972,2020-04-07,zone_3,30
973,2020-04-07,zone_4,69
974,2020-04-07,zone_5,52
975,2020-04-07,zone_6,138
976,2020-04-07,zone_7,24
977,2020-04-07,zone_8,147
978,2020-04-07,zone_9,22
979,2020-04-07,zone_10,51
980,2020-04-08,zone_1,32
981,2020-04-08,zone_2,116
982,2020-04-08,zone_3,41
983,2020-04-08,zone_4,83
984,2020-04-08,zone_5,63
985,2020-04-08,zone_6,113
986,2020-04-08,zone_7,37
987,2020-04-08,zone_8,152
988,2020-04-08,zone_9,31
989,2020-04-08,zone_10,27
990,2020-04-09,zone_1,33
991,2020-04-09,zone_2,117
992,2020-04-09,zone_3,30
993,2020-04-09,zone_4,84
994,2020-04-09,zone_5,112
995,2020-04-09,zone_6,126
996,2020-04-09,zone_7,41
997,2020-04-09,zone_8,141
998,2020-04-09,zone_9,29
999,2020-04-09,zone_10,37
1000,2020-04-10,zone_1,34
1001,2020-04-10,zone_2,132
1002,2020-04-10,zone_3,40
1003,2020-04-10,zone_4,81
1004,2020-04-10,zone_5,75
1005,2020-04-10,zone_6,129
1006,2020-04-10,zone_7,30
1007,2020-04-10,zone_8,141
1008,2020-04-10,zone_9,25
1009,2020-04-10,zone_10,32
1010,2020-04-11,zone_1,39
1011,2020-04-11,zone_2,129
1012,2020-04-11,zone_3,31
1013,2020-04-11,zone_4,92
1014,2020-04-11,zone_5,56
1015,2020-04-11,zone_6,121
1016,2020-04-11,zone_7,38
1017,2020-04-11,zone_8,154
1018,2020-04-11,zone_9,22
1019,2020-04-11,zone_10,39
1020,2020-04-12,zone_1,34
1021,2020-04-12,zone_2,140
1022,2020-04-12,zone_3,28
1023,2020-04-12,zone_4,69
1024,2020-04-12,zone_5,54
1025,2020-04-12,zone_6,122
1026,2020-04-12,zone_7,32
1027,2020-04-12,zone_8,123
1028,2020-04-12,zone_9,28
1029,2020-04-12,zone_10,46
1030,2020-04-13,zone_1,45
1031,2020-04-13,zone_2,128
1032,2020-04-13,zone_3,45
1033,2020-04-13,zone_4,78
1034,2020-04-13,zone_5,55
1035,2020-04-13,zone_6,123
1036,2020-04-13,zone_7,23
1037,2020-04-13,zone_8,147
1038,2020-04-13,zone_9,23
1039,2020-04-13,zone_10,37
1040,2020-04-14,zone_1,42
1041,2020-04-14,zone_2,143
1042,2020-04-14,zone_3,37
1043,2020-04-14,zone_4,86
1044,2020-04-14,zone_5,78
1045,2020-04-14,zone_6,128
1046,2020-04-14,zone_7,30
1047,2020-04-14,zone_8,146
1048,2020-04-14,zone_9,21
1049,2020-04-14,zone_10,33
1050,2020-04-15,zone_1,39
1051,2020-04-15,zone_2,141
1052,2020-04-15,zone_3,40
1053,2020-04-15,zone_4,69
1054,2020-04-15,zone_5,54
1055,2020-04-15,zone_6,118
1056,2020-04-15,zone_7,41
1057,2020-04-15,zone_8,127
1058,2020-04-15,zone_9,18
1059,2020-04-15,zone_10,24
1060,2020-04-16,zone_1,33
1061,2020-04-16,zone_2,130
1062,2020-04-16,zone_3,39
1063,2020-04-16,zone_4,76
1064,2020-04-16,zone_5,57
1065,2020-04-16,zone_6,145
1066,2020-04-16,zone_7,22
1067,2020-04-16,zone_8,139
1068,2020-04-16,zone_9,22
1069,2020-04-16,zone_10,31
1070,2020-04-17,zone_1,31
1071,2020-04-17,zone_2,128
1072,2020-04-17,zone_3,45
1073,2020-04-17,zone_4,81
1074,2020-04-17,zone_5,46
1075,2020-04-17,zone_6,128
1076,2020-04-17,zone_7,33
1077,2020-04-17,zone_8,148
1078,2020-04-17,zone_9,28
1079,2020-04-17,zone_10,49
1080,2020-04-18,zone_1,42
1081,2020-04-18,zone_2,126
1082,2020-04-18,zone_3,39
1083,2020-04-18,zone_4,71
1084,2020-04-18,zone_5,46
1085,2020-04-18,zone_6,131
1086,2020-04-18,zone_7,35
1087,2020-04-18,zone_8,142
1088,2020-04-18,zone_9,31
1089,2020-04-18,zone_10,47
1090,2020-04-19,zone_1,41
1091,2020-04-19,zone_2,149
1092,2020-04-19,zone_3,36
1093,2020-04-19,zone_4,71
1094,2020-04-19,zone_5,60
1095,2020-04-19,zone_6,136
1096,2020-04-19,zone_7,36
1097,2020-04-19,zone_8,141
1098,2020-04-19,zone_9,27
1099,2020-04-19,zone_10,45
1100,2020-04-20,zone_1,45
1101,2020-04-20,zone_2,151
1102,2020-04-20,zone_3,46
1103,2020-04-20,zone_4,80
1104,2020-04-20,zone_5,55
1105,2020-04-20,zone_6,137
1106,2020-04-20,zone_7,37
1107,2020-04-20,zone_8,147
1108,2020-04-20,zone_9,26
1109,2020-04-20,zone_10,40
1110,2020-04-21,zone_1,34
1111,2020-04-21,zone_2,147
1112,2020-04-21,zone_3,37
1113,2020-04-21,zone_4,76
1114,2020-04-21,zone_5,62
1115,2020-04-21,zone_6,120
1116,2020-04-21,zone_7,43
1117,2020-04-21,zone_8,138
1118,2020-04-21,zone_9,37
1119,2020-04-21,zone_10,40
1120,2020-04-22,zone_1,43
1121,2020-04-22,zone_2,119
1122,2020-04-22,zone_3,44
1123,2020-04-22,zone_4,83
1124,2020-04-22,zone_5,71
1125,2020-04-22,zone_6,122
1126,2020-04-22,zone_7,35
1127,2020-04-22,zone_8,123
1128,2020-04-22,zone_9,21
1129,2020-04-22,zone_10,40
1130,2020-04-23,zone_1,40
1131,2020-04-23,zone_2,125
1132,2020-04-23,zone_3,51
1133,2020-04-23,zone_4,79
1134,2020-04-23,zone_5,67
1135,2020-04-23,zone_6,143
1136,2020-04-23,zone_7,38
1137,2020-04-23,zone_8,142
1138,2020-04-23,zone_9,33
1139,2020-04-23,zone_10,38
1140,2020-04-24,zone_1,45
1141,2020-04-24,zone_2,169
1142,2020-04-24,zone_3,38
1143,2020-04-24,zone_4,102
1144,2020-04-24,zone_5,67
1145,2020-04-24,zone_6,154
1146,2020-04-24,zone_7,32
1147,2020-04-24,zone_8,144
1148,2020-04-24,zone_9,26
1149,2020-04-24,zone_10,31
1150,2020-04-25,zone_1,41
1151,2020-04-25,zone_2,127
1152,2020-04-25,zone_3,40
1153,2020-04-25,zone_4,141
1154,2020-04-25,zone_5,59
1155,2020-04-25,zone_6,129
1156,2020-04-25,zone_7,33
1157,2020-04-25,zone_8,167
1158,2020-04-25,zone_9,16
1159,2020-04-25,zone_10,49
1160,2020-04-26,zone_1,30
1161,2020-04-26,zone_2,153
1162,2020-04-26,zone_3,46
1163,2020-04-26,zone_4,82
1164,2020-04-26,zone_5,65
1165,2020-04-26,zone_6,144
1166,2020-04-26,zone_7,30
1167,2020-04-26,zone_8,145
1168,2020-04-26,zone_9,31
1169,2020-04-26,zone_10,52
1170,2020-04-27,zone_1,38
1171,2020-04-27,zone_2,151
1172,2020-04-27,zone_3,40
1173,2020-04-27,zone_4,80
1174,2020-04-27,zone_5,68
1175,2020-04-27,zone_6,126
1176,2020-04-27,zone_7,36
1177,2020-04-27,zone_8,152
1178,2020-04-27,zone_9,38
1179,2020-04-27,zone_10,81
1180,2020-04-28,zone_1,34
1181,2020-04-28,zone_2,154
1182,2020-04-28,zone_3,49
1183,2020-04-28,zone_4,86
1184,2020-04-28,zone_5,66
1185,2020-04-28,zone_6,144
1186,2020-04-28,zone_7,33
1187,2020-04-28,zone_8,139
1188,2020-04-28,zone_9,30
1189,2020-04-28,zone_10,48
1190,2020-04-29,zone_1,52
1191,2020-04-29,zone_2,131
1192,2020-04-29,zone_3,41
1193,2020-04-29,zone_4,79
1194,2020-04-29,zone_5,67
1195,2020-04-29,zone_6,113
1196,2020-04-29,zone_7,35
1197,2020-04-29,zone_8,136
1198,2020-04-29,zone_9,28
1199,2020-04-29,zone_10,49
1200,2020-04-30,zone_1,76
1201,2020-04-30,zone_2,130
1202,2020-04-30,zone_3,44
1203,2020-04-30,zone_4,80
1204,2020-04-30,zone_5,62
1205,2020-04-30,zone_6,141
1206,2020-04-30,zone_7,43
1207,2020-04-30,zone_8,238
1208,2020-04-30,zone_9,29
1209,2020-04-30,zone_10,44
1210,2020-05-01,zone_1,38
1211,2020-05-01,zone_2,135
1212,2020-05-01,zone_3,43
1213,2020-05-01,zone_4,87
1214,2020-05-01,zone_5,61
1215,2020-05-01,zone_6,143
1216,2020-05-01,zone_7,41
1217,2020-05-01,zone_8,159
1218,2020-05-01,zone_9,35
1219,2020-05-01,zone_10,65
1220,2020-05-02,zone_1,40
1221,2020-05-02,zone_2,130
1222,2020-05-02,zone_3,33
1223,2020-05-02,zone_4,87
1224,2020-05-02,zone_5,54
1225,2020-05-02,zone_6,127
1226,2020-05-02,zone_7,42
1227,2020-05-02,zone_8,157
1228,2020-05-02,zone_9,30
1229,2020-05-02,zone_10,46
1230,2020-05-03,zone_1,45
1231,2020-05-03,zone_2,162
1232,2020-05-03,zone_3,47
1233,2020-05-03,zone_4,83
1234,2020-05-03,zone_5,64
1235,2020-05-03,zone_6,122
1236,2020-05-03,zone_7,37
1237,2020-05-03,zone_8,154
1238,2020-05-03,zone_9,26
1239,2020-05-03,zone_10,53
1240,2020-05-04,zone_1,44
1241,2020-05-04,zone_2,168
1242,2020-05-04,zone_3,35
1243,2020-05-04,zone_4,89
1244,2020-05-04,zone_5,56
1245,2020-05-04,zone_6,147
1246,2020-05-04,zone_7,40
1247,2020-05-04,zone_8,157
1248,2020-05-04,zone_9,29
1249,2020-05-04,zone_10,55
1250,2020-05-05,zone_1,33
1251,2020-05-05,zone_2,147
1252,2020-05-05,zone_3,49
1253,2020-05-05,zone_4,71
1254,2020-05-05,zone_5,76
1255,2020-05-05,zone_6,163
1256,2020-05-05,zone_7,59
1257,2020-05-05,zone_8,156
1258,2020-05-05,zone_9,32
1259,2020-05-05,zone_10,59
1260,2020-05-06,zone_1,31
1261,2020-05-06,zone_2,129
1262,2020-05-06,zone_3,41
1263,2020-05-06,zone_4,102
1264,2020-05-06,zone_5,66
1265,2020-05-06,zone_6,152
1266,2020-05-06,zone_7,46
1267,2020-05-06,zone_8,161
1268,2020-05-06,zone_9,28
1269,2020-05-06,zone_10,47
1270,2020-05-07,zone_1,43
1271,2020-05-07,zone_2,149
1272,2020-05-07,zone_3,38
1273,2020-05-07,zone_4,86
1274,2020-05-07,zone_5,60
1275,2020-05-07,zone_6,137
1276,2020-05-07,zone_7,37
1277,2020-05-07,zone_8,157
1278,2020-05-07,zone_9,30
1279,2020-05-07,zone_10,30
1280,2020-05-08,zone_1,35
1281,2020-05-08,zone_2,160
1282,2020-05-08,zone_3,37
1283,2020-05-08,zone_4,89
1284,2020-05-08,zone_5,86
1285,2020-05-08,zone_6,248
1286,2020-05-08,zone_7,42
1287,2020-05-08,zone_8,155
1288,2020-05-08,zone_9,23
1289,2020-05-08,zone_10,47
1290,2020-05-09,zone_1,40
1291,2020-05-09,zone_2,134
1292,2020-05-09,zone_3,45
1293,2020-05-09,zone_4,72
1294,2020-05-09,zone_5,62
1295,2020-05-09,zone_6,131
1296,2020-05-09,zone_7,46
1297,2020-05-09,zone_8,156
1298,2020-05-09,zone_9,23
1299,2020-05-09,zone_10,43
1300,2020-05-10,zone_1,34
1301,2020-05-10,zone_2,132
1302,2020-05-10,zone_3,41
1303,2020-05-10,zone_4,87
1304,2020-05-10,zone_5,71
1305,2020-05-10,zone_6,144
1306,2020-05-10,zone_7,45
1307,2020-05-10,zone_8,170
1308,2020-05-10,zone_9,33
1309,2020-05-10,zone_10,50
1310,2020-05-11,zone_1,34
1311,2020-05-11,zone_2,152
1312,2020-05-11,zone_3,66
1313,2020-05-11,zone_4,109
1314,2020-05-11,zone_5,56
1315,2020-05-11,zone_6,140
1316,2020-05-11,zone_7,34
1317,2020-05-11,zone_8,163
1318,2020-05-11,zone_9,35
1319,2020-05-11,zone_10,57
1320,2020-05-12,zone_1,38
1321,2020-05-12,zone_2,142
1322,2020-05-12,zone_3,43
1323,2020-05-12,zone_4,75
1324,2020-05-12,zone_5,62
1325,2020-05-12,zone_6,156
1326,2020-05-12,zone_7,44
1327,2020-05-12,zone_8,179
1328,2020-05-12,zone_9,33
1329,2020-05-12,zone_10,41
1330,2020-05-13,zone_1,38
1331,2020-05-13,zone_2,165
1332,2020-05-13,zone_3,40
1333,2020-05-13,zone_4,85
1334,2020-05-13,zone_5,86
1335,2020-05-13,zone_6,155
1336,2020-05-13,zone_7,39
1337,2020-05-13,zone_8,171
1338,2020-05-13,zone_9,30
1339,2020-05-13,zone_10,49
1340,2020-05-14,zone_1,41
1341,2020-05-14,zone_2,146
1342,2020-05-14,zone_3,53
1343,2020-05-14,zone_4,88
1344,2020-05-14,zone_5,70
1345,2020-05-14,zone_6,139
1346,2020-05-14,zone_7,37
1347,2020-05-14,zone_8,173
1348,2020-05-14,zone_9,42
1349,2020-05-14,zone_10,46
1350,2020-05-15,zone_1,34
1351,2020-05-15,zone_2,167
1352,2020-05-15,zone_3,42
1353,2020-05-15,zone_4,86
1354,2020-05-15,zone_5,76
1355,2020-05-15,zone_6,137
1356,2020-05-15,zone_7,41
1357,2020-05-15,zone_8,149
1358,2020-05-15,zone_9,25
1359,2020-05-15,zone_10,49
1360,2020-05-16,zone_1,51
1361,2020-05-16,zone_2,166
1362,2020-05-16,zone_3,43
1363,2020-05-16,zone_4,78
1364,2020-05-16,zone_5,75
1365,2020-05-16,zone_6,139
1366,2020-05-16,zone_7,33
1367,2020-05-16,zone_8,159
1368,2020-05-16,zone_9,30
1369,2020-05-16,zone_10,47
1370,2020-05-17,zone_1,39
1371,2020-05-17,zone_2,156
1372,2020-05-17,zone_3,52
1373,2020-05-17,zone_4,97
1374,2020-05-17,zone_5,65
1375,2020-05-17,zone_6,141
1376,2020-05-17,zone_7,40
1377,2020-05-17,zone_8,138
1378,2020-05-17,zone_9,26
1379,2020-05-17,zone_10,55
1380,2020-05-18,zone_1,35
1381,2020-05-18,zone_2,176
1382,2020-05-18,zone_3,46
1383,2020-05-18,zone_4,96
1384,2020-05-18,zone_5,64
1385,2020-05-18,zone_6,160
1386,2020-05-18,zone_7,45
1387,2020-05-18,zone_8,182
1388,2020-05-18,zone_9,35
1389,2020-05-18,zone_10,37
1390,2020-05-19,zone_1,39
1391,2020-05-19,zone_2,168
1392,2020-05-19,zone_3,41
1393,2020-05-19,zone_4,83
1394,2020-05-19,zone_5,70
1395,2020-05-19,zone_6,168
1396,2020-05-19,zone_7,33
1397,2020-05-19,zone_8,159
1398,2020-05-19,zone_9,25
1399,2020-05-19,zone_10,50
1400,2020-05-20,zone_1,55
1401,2020-05-20,zone_2,157
1402,2020-05-20,zone_3,41
1403,2020-05-20,zone_4,106
1404,2020-05-20,zone_5,86
1405,2020-05-20,zone_6,138
1406,2020-05-20,zone_7,40
1407,2020-05-20,zone_8,153
1408,2020-05-20,zone_9,28
1409,2020-05-20,zone_10,53
1410,2020-05-21,zone_1,46
1411,2020-05-21,zone_2,153
1412,2020-05-21,zone_3,44
1413,2020-05-21,zone_4,91
1414,2020-05-21,zone_5,80
1415,2020-05-21,zone_6,146
1416,2020-05-21,zone_7,45
1417,2020-05-21,zone_8,187
1418,2020-05-21,zone_9,21
1419,2020-05-21,zone_10,51
1420,2020-05-22,zone_1,47
1421,2020-05-22,zone_2,141
1422,2020-05-22,zone_3,43
1423,2020-05-22,zone_4,100
1424,2020-05-22,zone_5,65
1425,2020-05-22,zone_6,138
1426,2020-05-22,zone_7,70
1427,2020-05-22,zone_8,162
1428,2020-05-22,zone_9,27
1429,2020-05-22,zone_10,40
1430,2020-05-23,zone_1,56
1431,2020-05-23,zone_2,141
1432,2020-05-23,zone_3,41
1433,2020-05-23,zone_4,109
1434,2020-05-23,zone_5,65
1435,2020-05-23,zone_6,146
1436,2020-05-23,zone_7,40
1437,2020-05-23,zone_8,174
1438,2020-05-23,zone_9,27
1439,2020-05-23,zone_10,47
1440,2020-05-24,zone_1,44
1441,2020-05-24,zone_2,179
1442,2020-05-24,zone_3,55
1443,2020-05-24,zone_4,107
1444,2020-05-24,zone_5,91
1445,2020-05-24,zone_6,165
1446,2020-05-24,zone_7,29
1447,2020-05-24,zone_8,169
1448,2020-05-24,zone_9,34
1449,2020-05-24,zone_10,50
1450,2020-05-25,zone_1,51
1451,2020-05-25,zone_2,190
1452,2020-05-25,zone_3,58
1453,2020-05-25,zone_4,89
1454,2020-05-25,zone_5,66
1455,2020-05-25,zone_6,160
1456,2020-05-25,zone_7,36
1457,2020-05-25,zone_8,181
1458,2020-05-25,zone_9,33
1459,2020-05-25,zone_10,39
1460,2020-05-26,zone_1,48
1461,2020-05-26,zone_2,175
1462,2020-05-26,zone_3,37
1463,2020-05-26,zone_4,86
1464,2020-05-26,zone_5,80
1465,2020-05-26,zone_6,142
1466,2020-05-26,zone_7,40
1467,2020-05-26,zone_8,179
1468,2020-05-26,zone_9,33
1469,2020-05-26,zone_10,54
1470,2020-05-27,zone_1,47
1471,2020-05-27,zone_2,147
1472,2020-05-27,zone_3,61
1473,2020-05-27,zone_4,87
1474,2020-05-27,zone_5,77
1475,2020-05-27,zone_6,149
1476,2020-05-27,zone_7,50
1477,2020-05-27,zone_8,171
1478,2020-05-27,zone_9,28
1479,2020-05-27,zone_10,49
1480,2020-05-28,zone_1,70
1481,2020-05-28,zone_2,171
1482,2020-05-28,zone_3,51
1483,2020-05-28,zone_4,96
1484,2020-05-28,zone_5,85
1485,2020-05-28,zone_6,156
1486,2020-05-28,zone_7,46
1487,2020-05-28,zone_8,156
1488,2020-05-28,zone_9,39
1489,2020-05-28,zone_10,51
1490,2020-05-29,zone_1,43
1491,2020-05-29,zone_2,143
1492,2020-05-29,zone_3,51
1493,2020-05-29,zone_4,102
1494,2020-05-29,zone_5,83
1495,2020-05-29,zone_6,179
1496,2020-05-29,zone_7,55
1497,2020-05-29,zone_8,165
1498,2020-05-29,zone_9,34
1499,2020-05-29,zone_10,47
1500,2020-05-30,zone_1,48
1501,2020-05-30,zone_2,174
1502,2020-05-30,zone_3,52
1503,2020-05-30,zone_4,86
1504,2020-05-30,zone_5,90
1505,2020-05-30,zone_6,150
1506,2020-05-30,zone_7,44
1507,2020-05-30,zone_8,142
1508,2020-05-30,zone_9,27
1509,2020-05-30,zone_10,56
1510,2020-05-31,zone_1,46
1511,2020-05-31,zone_2,143
1512,2020-05-31,zone_3,47
1513,2020-05-31,zone_4,118
1514,2020-05-31,zone_5,81
1515,2020-05-31,zone_6,150
1516,2020-05-31,zone_7,38
1517,2020-05-31,zone_8,151
1518,2020-05-31,zone_9,35
1519,2020-05-31,zone_10,48
1520,2020-06-01,zone_1,56
1521,2020-06-01,zone_2,153
1522,2020-06-01,zone_3,47
1523,2020-06-01,zone_4,107
1524,2020-06-01,zone_5,71
1525,2020-06-01,zone_6,154
1526,2020-06-01,zone_7,47
1527,2020-06-01,zone_8,182
1528,2020-06-01,zone_9,37
1529,2020-06-01,zone_10,54
1530,2020-06-02,zone_1,48
1531,2020-06-02,zone_2,169
1532,2020-06-02,zone_3,49
1533,2020-06-02,zone_4,83
1534,2020-06-02,zone_5,61
1535,2020-06-02,zone_6,177
1536,2020-06-02,zone_7,46
1537,2020-06-02,zone_8,179
1538,2020-06-02,zone_9,40
1539,2020-06-02,zone_10,42
1540,2020-06-03,zone_1,47
1541,2020-06-03,zone_2,160
1542,2020-06-03,zone_3,43
1543,2020-06-03,zone_4,78
1544,2020-06-03,zone_5,72
1545,2020-06-03,zone_6,144
1546,2020-06-03,zone_7,44
1547,2020-06-03,zone_8,199
1548,2020-06-03,zone_9,33
1549,2020-06-03,zone_10,62
1550,2020-06-04,zone_1,48
1551,2020-06-04,zone_2,200
1552,2020-06-04,zone_3,46
1553,2020-06-04,zone_4,103
1554,2020-06-04,zone_5,76
1555,2020-06-04,zone_6,155
1556,2020-06-04,zone_7,42
1557,2020-06-04,zone_8,210
1558,2020-06-04,zone_9,67
1559,2020-06-04,zone_10,50
1560,2020-06-05,zone_1,49
1561,2020-06-05,zone_2,184
1562,2020-06-05,zone_3,44
1563,2020-06-05,zone_4,105
1564,2020-06-05,zone_5,69
1565,2020-06-05,zone_6,160
1566,2020-06-05,zone_7,52
1567,2020-06-05,zone_8,195
1568,2020-06-05,zone_9,58
1569,2020-06-05,zone_10,52
1570,2020-06-06,zone_1,50
1571,2020-06-06,zone_2,172
1572,2020-06-06,zone_3,56
1573,2020-06-06,zone_4,101
1574,2020-06-06,zone_5,101
1575,2020-06-06,zone_6,161
1576,2020-06-06,zone_7,50
1577,2020-06-06,zone_8,153
1578,2020-06-06,zone_9,31
1579,2020-06-06,zone_10,48
1580,2020-06-07,zone_1,48
1581,2020-06-07,zone_2,159
1582,2020-06-07,zone_3,53
1583,2020-06-07,zone_4,83
1584,2020-06-07,zone_5,71
1585,2020-06-07,zone_6,179
1586,2020-06-07,zone_7,34
1587,2020-06-07,zone_8,188
1588,2020-06-07,zone_9,30
1589,2020-06-07,zone_10,50
1590,2020-06-08,zone_1,46
1591,2020-06-08,zone_2,160
1592,2020-06-08,zone_3,46
1593,2020-06-08,zone_4,99
1594,2020-06-08,zone_5,94
1595,2020-06-08,zone_6,158
1596,2020-06-08,zone_7,42
1597,2020-06-08,zone_8,182
1598,2020-06-08,zone_9,37
1599,2020-06-08,zone_10,44
1600,2020-06-09,zone_1,44
1601,2020-06-09,zone_2,175
1602,2020-06-09,zone_3,54
1603,2020-06-09,zone_4,95
1604,2020-06-09,zone_5,71
1605,2020-06-09,zone_6,156
1606,2020-06-09,zone_7,59
1607,2020-06-09,zone_8,165
1608,2020-06-09,zone_9,39
1609,2020-06-09,zone_10,61
1610,2020-06-10,zone_1,49
1611,2020-06-10,zone_2,178
1612,2020-06-10,zone_3,47
1613,2020-06-10,zone_4,110
1614,2020-06-10,zone_5,67
1615,2020-06-10,zone_6,167
1616,2020-06-10,zone_7,50
1617,2020-06-10,zone_8,191
1618,2020-06-10,zone_9,21
1619,2020-06-10,zone_10,48
1620,2020-06-11,zone_1,52
1621,2020-06-11,zone_2,155
1622,2020-06-11,zone_3,55
1623,2020-06-11,zone_4,97
1624,2020-06-11,zone_5,87
1625,2020-06-11,zone_6,213
1626,2020-06-11,zone_7,50
1627,2020-06-11,zone_8,209
1628,2020-06-11,zone_9,32
1629,2020-06-11,zone_10,52
1630,2020-06-12,zone_1,49
1631,2020-06-12,zone_2,167
1632,2020-06-12,zone_3,52
1633,2020-06-12,zone_4,110
1634,2020-06-12,zone_5,76
1635,2020-06-12,zone_6,166
1636,2020-06-12,zone_7,51
1637,2020-06-12,zone_8,185
1638,2020-06-12,zone_9,30
1639,2020-06-12,zone_10,61
1640,2020-06-13,zone_1,59
1641,2020-06-13,zone_2,177
1642,2020-06-13,zone_3,54
1643,2020-06-13,zone_4,95
1644,2020-06-13,zone_5,92
1645,2020-06-13,zone_6,172
1646,2020-06-13,zone_7,45
1647,2020-06-13,zone_8,194
1648,2020-06-13,zone_9,38
1649,2020-06-13,zone_10,44
1650,2020-06-14,zone_1,53
1651,2020-06-14,zone_2,189
1652,2020-06-14,zone_3,59
1653,2020-06-14,zone_4,85
1654,2020-06-14,zone_5,76
1655,2020-06-14,zone_6,202
1656,2020-06-14,zone_7,40
1657,2020-06-14,zone_8,178
1658,2020-06-14,zone_9,30
1659,2020-06-14,zone_10,54
1660,2020-06-15,zone_1,54
1661,2020-06-15,zone_2,184
1662,2020-06-15,zone_3,49
1663,2020-06-15,zone_4,100
1664,2020-06-15,zone_5,76
1665,2020-06-15,zone_6,177
1666,2020-06-15,zone_7,63
1667,2020-06-15,zone_8,177
1668,2020-06-15,zone_9,28
1669,2020-06-15,zone_10,61
1670,2020-06-16,zone_1,54
1671,2020-06-16,zone_2,192
1672,2020-06-16,zone_3,54
1673,2020-06-16,zone_4,111
1674,2020-06-16,zone_5,82
1675,2020-06-16,zone_6,157
1676,2020-06-16,zone_7,52
1677,2020-06-16,zone_8,171
1678,2020-06-16,zone_9,34
1679,2020-06-16,zone_10,53
1680,2020-06-17,zone_1,65
1681,2020-06-17,zone_2,196
1682,2020-06-17,zone_3,40
1683,2020-06-17,zone_4,112
1684,2020-06-17,zone_5,89
1685,2020-06-17,zone_6,177
1686,2020-06-17,zone_7,43
1687,2020-06-17,zone_8,379
1688,2020-06-17,zone_9,32
1689,2020-06-17,zone_10,48
1690,2020-06-18,zone_1,52
1691,2020-06-18,zone_2,164
1692,2020-06-18,zone_3,49
1693,2020-06-18,zone_4,91
1694,2020-06-18,zone_5,87
1695,2020-06-18,zone_6,164
1696,2020-06-18,zone_7,39
1697,2020-06-18,zone_8,194
1698,2020-06-18,zone_9,40
1699,2020-06-18,zone_10,52
1700,2020-06-19,zone_1,49
1701,2020-06-19,zone_2,179
1702,2020-06-19,zone_3,61
