date,zone,new_cases
2020-08-01,zone_7,62
2020-08-01,zone_8,239
2020-08-01,zone_9,45
2020-08-01,zone_10,53
2020-08-02,zone_1,71
2020-08-02,zone_2,211
2020-08-02,zone_3,68
2020-08-02,zone_4,109
2020-08-02,zone_5,106
2020-08-02,zone_6,225
2020-08-02,zone_7,56
2020-08-02,zone_8,235
2020-08-02,zone_9,46
2020-08-02,zone_10,61
2020-08-03,zone_1,64
2020-08-03,zone_2,225
2020-08-03,zone_3,70
2020-08-03,zone_4,142
2020-08-03,zone_5,108
2020-08-03,zone_6,219
2020-08-03,zone_7,49
2020-08-03,zone_8,252
2020-08-03,zone_9,81
2020-08-03,zone_10,70
2020-08-04,zone_1,70
2020-08-04,zone_2,236
2020-08-04,zone_3,65
2020-08-04,zone_4,174
2020-08-04,zone_5,103
2020-08-04,zone_6,235
2020-08-04,zone_7,57
2020-08-04,zone_8,255
2020-08-04,zone_9,43
2020-08-04,zone_10,67
2020-08-05,zone_1,70
2020-08-05,zone_2,226
2020-08-05,zone_3,61
2020-08-05,zone_4,122
2020-08-05,zone_5,93
2020-08-05,zone_6,229
2020-08-05,zone_7,66
2020-08-05,zone_8,243
2020-08-05,zone_9,48
2020-08-05,zone_10,64
2020-08-06,zone_1,79
2020-08-06,zone_2,224
2020-08-06,zone_3,72
2020-08-06,zone_4,139
2020-08-06,zone_5,112
2020-08-06,zone_6,219
2020-08-06,zone_7,61
2020-08-06,zone_8,256
2020-08-06,zone_9,48
2020-08-06,zone_10,68
2020-08-07,zone_1,77
2020-08-07,zone_2,249
2020-08-07,zone_3,70
2020-08-07,zone_4,124
2020-08-07,zone_5,105
2020-08-07,zone_6,250
2020-08-07,zone_7,65
2020-08-07,zone_8,236
2020-08-07,zone_9,44
2020-08-07,zone_10,77
2020-08-08,zone_1,69
2020-08-08,zone_2,220
2020-08-08,zone_3,62
2020-08-08,zone_4,147
2020-08-08,zone_5,105
2020-08-08,zone_6,194
2020-08-08,zone_7,54
2020-08-08,zone_8,238
2020-08-08,zone_9,61
2020-08-08,zone_10,70
2020-08-09,zone_1,59
2020-08-09,zone_2,248
2020-08-09,zone_3,58
2020-08-09,zone_4,142
2020-08-09,zone_5,111
2020-08-09,zone_6,234
2020-08-09,zone_7,64
2020-08-09,zone_8,262
2020-08-09,zone_9,40
2020-08-09,zone_10,84
2020-08-10,zone_1,60
2020-08-10,zone_2,224
2020-08-10,zone_3,72
2020-08-10,zone_4,147
2020-08-10,zone_5,104
2020-08-10,zone_6,210
2020-08-10,zone_7,57
2020-08-10,zone_8,250
2020-08-10,zone_9,39
2020-08-10,zone_10,76
2020-08-11,zone_1,80
2020-08-11,zone_2,240
2020-08-11,zone_3,75
2020-08-11,zone_4,227
2020-08-11,zone_5,104
2020-08-11,zone_6,210
2020-08-11,zone_7,56
2020-08-11,zone_8,225
2020-08-11,zone_9,54
2020-08-11,zone_10,78
2020-08-12,zone_1,71
2020-08-12,zone_2,250
2020-08-12,zone_3,65
2020-08-12,zone_4,158
2020-08-12,zone_5,112
2020-08-12,zone_6,229
2020-08-12,zone_7,87
2020-08-12,zone_8,287
2020-08-12,zone_9,47
2020-08-12,zone_10,79
2020-08-13,zone_1,78
2020-08-13,zone_2,226
2020-08-13,zone_3,76
2020-08-13,zone_4,138
2020-08-13,zone_5,119
2020-08-13,zone_6,195
2020-08-13,zone_7,71
2020-08-13,zone_8,243
2020-08-13,zone_9,64
2020-08-13,zone_10,133
2020-08-14,zone_1,81
2020-08-14,zone_2,235
2020-08-14,zone_3,133
2020-08-14,zone_4,124
2020-08-14,zone_5,101
2020-08-14,zone_6,235
2020-08-14,zone_7,60
2020-08-14,zone_8,240
2020-08-14,zone_9,51
2020-08-14,zone_10,62
2020-08-15,zone_1,75
2020-08-15,zone_2,262
2020-08-15,zone_3,58
2020-08-15,zone_4,151
2020-08-15,zone_5,108
2020-08-15,zone_6,232
2020-08-15,zone_7,89
2020-08-15,zone_8,274
2020-08-15,zone_9,47
2020-08-15,zone_10,74
2020-08-16,zone_1,71
2020-08-16,zone_2,483
2020-08-16,zone_3,63
2020-08-16,zone_4,113
2020-08-16,zone_5,106
2020-08-16,zone_6,243
2020-08-16,zone_7,49
2020-08-16,zone_8,247
2020-08-16,zone_9,62
2020-08-16,zone_10,70
2020-08-17,zone_1,76
2020-08-17,zone_2,275
2020-08-17,zone_3,59
2020-08-17,zone_4,135
2020-08-17,zone_5,111
2020-08-17,zone_6,229
2020-08-17,zone_7,65
2020-08-17,zone_8,278
2020-08-17,zone_9,69
2020-08-17,zone_10,80
2020-08-18,zone_1,70
2020-08-18,zone_2,230
2020-08-18,zone_3,93
2020-08-18,zone_4,135
2020-08-18,zone_5,129
2020-08-18,zone_6,242
2020-08-18,zone_7,47
2020-08-18,zone_8,265
2020-08-18,zone_9,56
2020-08-18,zone_10,70
2020-08-19,zone_1,70
2020-08-19,zone_2,244
2020-08-19,zone_3,73
2020-08-19,zone_4,150
2020-08-19,zone_5,124
2020-08-19,zone_6,216
2020-08-19,zone_7,66
2020-08-19,zone_8,371
2020-08-19,zone_9,53
2020-08-19,zone_10,73
2020-08-20,zone_1,62
2020-08-20,zone_2,234
2020-08-20,zone_3,81
2020-08-20,zone_4,159
2020-08-20,zone_5,107
2020-08-20,zone_6,241
2020-08-20,zone_7,64
2020-08-20,zone_8,247
2020-08-20,zone_9,52
2020-08-20,zone_10,70
2020-08-21,zone_1,74
2020-08-21,zone_2,248
2020-08-21,zone_3,64
2020-08-21,zone_4,143
2020-08-21,zone_5,118
2020-08-21,zone_6,245
2020-08-21,zone_7,68
2020-08-21,zone_8,280
2020-08-21,zone_9,43
2020-08-21,zone_10,68
2020-08-22,zone_1,79
2020-08-22,zone_2,266
2020-08-22,zone_3,69
2020-08-22,zone_4,142
2020-08-22,zone_5,133
2020-08-22,zone_6,248
2020-08-22,zone_7,69
2020-08-22,zone_8,256
2020-08-22,zone_9,58
2020-08-22,zone_10,69
2020-08-23,zone_1,71
2020-08-23,zone_2,273
2020-08-23,zone_3,83
2020-08-23,zone_4,147
2020-08-23,zone_5,117
2020-08-23,zone_6,247
2020-08-23,zone_7,76
2020-08-23,zone_8,289
2020-08-23,zone_9,49
2020-08-23,zone_10,66
2020-08-24,zone_1,80
2020-08-24,zone_2,238
2020-08-24,zone_3,79
2020-08-24,zone_4,145
2020-08-24,zone_5,115
2020-08-24,zone_6,251
2020-08-24,zone_7,71
2020-08-24,zone_8,270
2020-08-24,zone_9,44
2020-08-24,zone_10,83
2020-08-25,zone_1,83
2020-08-25,zone_2,277
2020-08-25,zone_3,74
2020-08-25,zone_4,156
2020-08-25,zone_5,125
2020-08-25,zone_6,251
2020-08-25,zone_7,75
2020-08-25,zone_8,274
2020-08-25,zone_9,41
2020-08-25,zone_10,94
2020-08-26,zone_1,80
2020-08-26,zone_2,248
2020-08-26,zone_3,74
2020-08-26,zone_4,145
2020-08-26,zone_5,123
2020-08-26,zone_6,272
2020-08-26,zone_7,70
2020-08-26,zone_8,308
2020-08-26,zone_9,55
2020-08-26,zone_10,66
2020-08-27,zone_1,70
2020-08-27,zone_2,263
2020-08-27,zone_3,76
2020-08-27,zone_4,146
2020-08-27,zone_5,120
2020-08-27,zone_6,236
2020-08-27,zone_7,86
2020-08-27,zone_8,297
2020-08-27,zone_9,44
2020-08-27,zone_10,83
2020-08-28,zone_1,57
2020-08-28,zone_2,287
2020-08-28,zone_3,70
2020-08-28,zone_4,147
2020-08-28,zone_5,128
2020-08-28,zone_6,241
2020-08-28,zone_7,65
2020-08-28,zone_8,298
2020-08-28,zone_9,62
2020-08-28,zone_10,75
2020-08-29,zone_1,75
2020-08-29,zone_2,272
2020-08-29,zone_3,79
2020-08-29,zone_4,160
2020-08-29,zone_5,126
2020-08-29,zone_6,240
2020-08-29,zone_7,72
2020-08-29,zone_8,273
2020-08-29,zone_9,58
2020-08-29,zone_10,86
2020-08-30,zone_1,71
2020-08-30,zone_2,251
2020-08-30,zone_3,80
2020-08-30,zone_4,156
2020-08-30,zone_5,115
2020-08-30,zone_6,247
2020-08-30,zone_7,75
2020-08-30,zone_8,293
2020-08-30,zone_9,55
2020-08-30,zone_10,88
2020-08-31,zone_1,67
2020-08-31,zone_2,243
2020-08-31,zone_3,78
2020-08-31,zone_4,153
2020-08-31,zone_5,129
2020-08-31,zone_6,230
2020-08-31,zone_7,69
2020-08-31,zone_8,258
2020-08-31,zone_9,51
2020-08-31,zone_10,89
2020-09-01,zone_1,74
2020-09-01,zone_2,259
2020-09-01,zone_3,80
2020-09-01,zone_4,170
2020-09-01,zone_5,126
2020-09-01,zone_6,271
2020-09-01,zone_7,67
2020-09-01,zone_8,245
2020-09-01,zone_9,43
2020-09-01,zone_10,81
2020-09-02,zone_1,84
2020-09-02,zone_2,244
2020-09-02,zone_3,86
2020-09-02,zone_4,145
2020-09-02,zone_5,120
2020-09-02,zone_6,261
2020-09-02,zone_7,67
2020-09-02,zone_8,288
2020-09-02,zone_9,57
2020-09-02,zone_10,83
2020-09-03,zone_1,97
2020-09-03,zone_2,268
2020-09-03,zone_3,71
2020-09-03,zone_4,160
2020-09-03,zone_5,121
2020-09-03,zone_6,268
2020-09-03,zone_7,62
2020-09-03,zone_8,270
2020-09-03,zone_9,49
2020-09-03,zone_10,76
2020-09-04,zone_1,78
2020-09-04,zone_2,308
2020-09-04,zone_3,77
2020-09-04,zone_4,166
2020-09-04,zone_5,130
2020-09-04,zone_6,234
2020-09-04,zone_7,60
2020-09-04,zone_8,322
2020-09-04,zone_9,51
2020-09-04,zone_10,75
2020-09-05,zone_1,70
2020-09-05,zone_2,256
2020-09-05,zone_3,74
2020-09-05,zone_4,178
2020-09-05,zone_5,129
2020-09-05,zone_6,286
2020-09-05,zone_7,80
2020-09-05,zone_8,273
2020-09-05,zone_9,44
2020-09-05,zone_10,72
2020-09-06,zone_1,72
2020-09-06,zone_2,417
2020-09-06,zone_3,96
2020-09-06,zone_4,167
2020-09-06,zone_5,119
2020-09-06,zone_6,287
2020-09-06,zone_7,72
2020-09-06,zone_8,443
2020-09-06,zone_9,60
2020-09-06,zone_10,97
2020-09-07,zone_1,85
2020-09-07,zone_2,248
2020-09-07,zone_3,93
2020-09-07,zone_4,175
2020-09-07,zone_5,126
2020-09-07,zone_6,254
2020-09-07,zone_7,60
2020-09-07,zone_8,286
2020-09-07,zone_9,56
2020-09-07,zone_10,73
2020-09-08,zone_1,90
2020-09-08,zone_2,299
2020-09-08,zone_3,75
2020-09-08,zone_4,155
2020-09-08,zone_5,105
2020-09-08,zone_6,254
2020-09-08,zone_7,66
2020-09-08,zone_8,314
2020-09-08,zone_9,88
2020-09-08,zone_10,98
2020-09-09,zone_1,79
2020-09-09,zone_2,279
2020-09-09,zone_3,93
2020-09-09,zone_4,161
2020-09-09,zone_5,131
2020-09-09,zone_6,238
2020-09-09,zone_7,127
2020-09-09,zone_8,493
2020-09-09,zone_9,49
2020-09-09,zone_10,89
2020-09-10,zone_1,73
2020-09-10,zone_2,271
2020-09-10,zone_3,92
2020-09-10,zone_4,156
2020-09-10,zone_5,125
2020-09-10,zone_6,249
2020-09-10,zone_7,67
2020-09-10,zone_8,292
2020-09-10,zone_9,53
2020-09-10,zone_10,84
2020-09-11,zone_1,85
2020-09-11,zone_2,254
2020-09-11,zone_3,64
2020-09-11,zone_4,174
2020-09-11,zone_5,116
2020-09-11,zone_6,269
2020-09-11,zone_7,67
2020-09-11,zone_8,491
2020-09-11,zone_9,57
2020-09-11,zone_10,84
2020-09-12,zone_1,89
2020-09-12,zone_2,264
2020-09-12,zone_3,83
2020-09-12,zone_4,179
2020-09-12,zone_5,126
2020-09-12,zone_6,267
2020-09-12,zone_7,75
2020-09-12,zone_8,283
2020-09-12,zone_9,60
2020-09-12,zone_10,81
2020-09-13,zone_1,86
2020-09-13,zone_2,272
2020-09-13,zone_3,68
2020-09-13,zone_4,171
2020-09-13,zone_5,105
2020-09-13,zone_6,248
2020-09-13,zone_7,62
2020-09-13,zone_8,286
2020-09-13,zone_9,65
2020-09-13,zone_10,133
2020-09-14,zone_1,81
2020-09-14,zone_2,295
2020-09-14,zone_3,81
2020-09-14,zone_4,159
2020-09-14,zone_5,155
2020-09-14,zone_6,255
2020-09-14,zone_7,65
2020-09-14,zone_8,309
2020-09-14,zone_9,56
2020-09-14,zone_10,90
2020-09-15,zone_1,69
2020-09-15,zone_2,275
2020-09-15,zone_3,72
2020-09-15,zone_4,160
2020-09-15,zone_5,137
2020-09-15,zone_6,284
2020-09-15,zone_7,68
2020-09-15,zone_8,294
2020-09-15,zone_9,58
2020-09-15,zone_10,82
2020-09-16,zone_1,69
2020-09-16,zone_2,272
2020-09-16,zone_3,82
2020-09-16,zone_4,167
2020-09-16,zone_5,155
2020-09-16,zone_6,276
2020-09-16,zone_7,79
2020-09-16,zone_8,327
2020-09-16,zone_9,71
2020-09-16,zone_10,86
2020-09-17,zone_1,81
2020-09-17,zone_2,250
2020-09-17,zone_3,85
2020-09-17,zone_4,175
2020-09-17,zone_5,129
2020-09-17,zone_6,266
2020-09-17,zone_7,82
2020-09-17,zone_8,280
2020-09-17,zone_9,54
2020-09-17,zone_10,85
2020-09-18,zone_1,91
2020-09-18,zone_2,294
2020-09-18,zone_3,79
2020-09-18,zone_4,171
2020-09-18,zone_5,126
2020-09-18,zone_6,309
2020-09-18,zone_7,85
2020-09-18,zone_8,313
2020-09-18,zone_9,62
2020-09-18,zone_10,79
2020-09-19,zone_1,83
2020-09-19,zone_2,289
2020-09-19,zone_3,89
2020-09-19,zone_4,176
2020-09-19,zone_5,129
2020-09-19,zone_6,284
2020-09-19,zone_7,75
2020-09-19,zone_8,303
2020-09-19,zone_9,53
2020-09-19,zone_10,105
2020-09-20,zone_1,125
2020-09-20,zone_2,279
2020-09-20,zone_3,98
2020-09-20,zone_4,164
2020-09-20,zone_5,139
2020-09-20,zone_6,281
2020-09-20,zone_7,81
2020-09-20,zone_8,306
2020-09-20,zone_9,63
2020-09-20,zone_10,96
2020-09-21,zone_1,84
2020-09-21,zone_2,282
2020-09-21,zone_3,89
2020-09-21,zone_4,168
2020-09-21,zone_5,135
2020-09-21,zone_6,306
2020-09-21,zone_7,77
2020-09-21,zone_8,301
2020-09-21,zone_9,60
2020-09-21,zone_10,73
2020-09-22,zone_1,67
2020-09-22,zone_2,278
2020-09-22,zone_3,82
2020-09-22,zone_4,178
2020-09-22,zone_5,133
2020-09-22,zone_6,273
2020-09-22,zone_7,85
2020-09-22,zone_8,326
2020-09-22,zone_9,52
2020-09-22,zone_10,86
2020-09-23,zone_1,84
2020-09-23,zone_2,248
2020-09-23,zone_3,80
2020-09-23,zone_4,199
2020-09-23,zone_5,132
2020-09-23,zone_6,269
2020-09-23,zone_7,68
2020-09-23,zone_8,311
2020-09-23,zone_9,64
2020-09-23,zone_10,96
2020-09-24,zone_1,83
2020-09-24,zone_2,284
2020-09-24,zone_3,91
2020-09-24,zone_4,176
2020-09-24,zone_5,152
2020-09-24,zone_6,316
2020-09-24,zone_7,88
2020-09-24,zone_8,294
2020-09-24,zone_9,67
2020-09-24,zone_10,110
2020-09-25,zone_1,84
2020-09-25,zone_2,319
2020-09-25,zone_3,102
2020-09-25,zone_4,175
2020-09-25,zone_5,164
2020-09-25,zone_6,285
2020-09-25,zone_7,82
2020-09-25,zone_8,317
2020-09-25,zone_9,59
2020-09-25,zone_10,86
2020-09-26,zone_1,86
2020-09-26,zone_2,274
2020-09-26,zone_3,92
2020-09-26,zone_4,200
2020-09-26,zone_5,133
2020-09-26,zone_6,306
2020-09-26,zone_7,75
2020-09-26,zone_8,266
2020-09-26,zone_9,52
2020-09-26,zone_10,93
2020-09-27,zone_1,83
2020-09-27,zone_2,308
2020-09-27,zone_3,99
2020-09-27,zone_4,187
2020-09-27,zone_5,137
2020-09-27,zone_6,319
2020-09-27,zone_7,86
2020-09-27,zone_8,418
2020-09-27,zone_9,61
2020-09-27,zone_10,79
2020-09-28,zone_1,87
2020-09-28,zone_2,330
2020-09-28,zone_3,87
2020-09-28,zone_4,179
2020-09-28,zone_5,139
2020-09-28,zone_6,298
2020-09-28,zone_7,81
2020-09-28,zone_8,320
2020-09-28,zone_9,54
2020-09-28,zone_10,87
2020-09-29,zone_1,94
2020-09-29,zone_2,301
2020-09-29,zone_3,100
2020-09-29,zone_4,172
2020-09-29,zone_5,133
2020-09-29,zone_6,284
2020-09-29,zone_7,96
2020-09-29,zone_8,320
2020-09-29,zone_9,48
2020-09-29,zone_10,96
2020-09-30,zone_1,79
2020-09-30,zone_2,304
2020-09-30,zone_3,105
2020-09-30,zone_4,211
2020-09-30,zone_5,140
2020-09-30,zone_6,304
2020-09-30,zone_7,89
2020-09-30,zone_8,313
2020-09-30,zone_9,58
2020-09-30,zone_10,102
2020-10-01,zone_1,94
2020-10-01,zone_2,309
2020-10-01,zone_3,111
2020-10-01,zone_4,177
2020-10-01,zone_5,151
2020-10-01,zone_6,287
2020-10-01,zone_7,82
2020-10-01,zone_8,348
2020-10-01,zone_9,71
2020-10-01,zone_10,80
2020-10-02,zone_1,79
2020-10-02,zone_2,324
2020-10-02,zone_3,97
2020-10-02,zone_4,181
2020-10-02,zone_5,142
2020-10-02,zone_6,310
2020-10-02,zone_7,74
2020-10-02,zone_8,297
2020-10-02,zone_9,59
2020-10-02,zone_10,96
2020-10-03,zone_1,81
2020-10-03,zone_2,292
2020-10-03,zone_3,159
2020-10-03,zone_4,177
2020-10-03,zone_5,129
2020-10-03,zone_6,297
2020-10-03,zone_7,73
2020-10-03,zone_8,305
2020-10-03,zone_9,64
2020-10-03,zone_10,95
2020-10-04,zone_1,91
2020-10-04,zone_2,323
2020-10-04,zone_3,91
2020-10-04,zone_4,172
2020-10-04,zone_5,136
2020-10-04,zone_6,283
2020-10-04,zone_7,74
2020-10-04,zone_8,326
2020-10-04,zone_9,58
2020-10-04,zone_10,98
2020-10-05,zone_1,101
2020-10-05,zone_2,333
2020-10-05,zone_3,98
2020-10-05,zone_4,186
2020-10-05,zone_5,145
2020-10-05,zone_6,308
2020-10-05,zone_7,100
2020-10-05,zone_8,359
2020-10-05,zone_9,51
2020-10-05,zone_10,99
2020-10-06,zone_1,75
2020-10-06,zone_2,268
2020-10-06,zone_3,98
2020-10-06,zone_4,185
2020-10-06,zone_5,145
2020-10-06,zone_6,332
2020-10-06,zone_7,70
2020-10-06,zone_8,315
2020-10-06,zone_9,48
2020-10-06,zone_10,86
2020-10-07,zone_1,91
2020-10-07,zone_2,318
2020-10-07,zone_3,77
2020-10-07,zone_4,219
2020-10-07,zone_5,141
2020-10-07,zone_6,299
2020-10-07,zone_7,76
2020-10-07,zone_8,336
2020-10-07,zone_9,53
2020-10-07,zone_10,119
2020-10-08,zone_1,97
2020-10-08,zone_2,333
2020-10-08,zone_3,100
2020-10-08,zone_4,165
2020-10-08,zone_5,142
2020-10-08,zone_6,328
2020-10-08,zone_7,83
2020-10-08,zone_8,298
2020-10-08,zone_9,68
2020-10-08,zone_10,88
2020-10-09,zone_1,79
2020-10-09,zone_2,333
2020-10-09,zone_3,91
2020-10-09,zone_4,173
2020-10-09,zone_5,138
2020-10-09,zone_6,297
2020-10-09,zone_7,76
2020-10-09,zone_8,357
2020-10-09,zone_9,56
2020-10-09,zone_10,109
2020-10-10,zone_1,98
2020-10-10,zone_2,285
2020-10-10,zone_3,92
2020-10-10,zone_4,210
2020-10-10,zone_5,134
2020-10-10,zone_6,315
2020-10-10,zone_7,105
2020-10-10,zone_8,343
2020-10-10,zone_9,61
2020-10-10,zone_10,99
2020-10-11,zone_1,86
2020-10-11,zone_2,304
2020-10-11,zone_3,117
2020-10-11,zone_4,207
2020-10-11,zone_5,140
2020-10-11,zone_6,321
2020-10-11,zone_7,93
2020-10-11,zone_8,355
2020-10-11,zone_9,62
2020-10-11,zone_10,80
2020-10-12,zone_1,92
2020-10-12,zone_2,339
2020-10-12,zone_3,90
2020-10-12,zone_4,191
2020-10-12,zone_5,147
2020-10-12,zone_6,322
2020-10-12,zone_7,96
2020-10-12,zone_8,364
2020-10-12,zone_9,61
2020-10-12,zone_10,111
2020-10-13,zone_1,92
2020-10-13,zone_2,310
2020-10-13,zone_3,105
2020-10-13,zone_4,205
2020-10-13,zone_5,163
2020-10-13,zone_6,287
2020-10-13,zone_7,87
2020-10-13,zone_8,511
2020-10-13,zone_9,68
2020-10-13,zone_10,111
2020-10-14,zone_1,99
2020-10-14,zone_2,316
2020-10-14,zone_3,106
2020-10-14,zone_4,182
2020-10-14,zone_5,140
2020-10-14,zone_6,327
2020-10-14,zone_7,86
2020-10-14,zone_8,344
2020-10-14,zone_9,62
2020-10-14,zone_10,101
2020-10-15,zone_1,119
2020-10-15,zone_2,326
2020-10-15,zone_3,98
2020-10-15,zone_4,203
2020-10-15,zone_5,163
2020-10-15,zone_6,323
2020-10-15,zone_7,96
2020-10-15,zone_8,353
2020-10-15,zone_9,59
2020-10-15,zone_10,106
2020-10-16,zone_1,90
2020-10-16,zone_2,341
2020-10-16,zone_3,98
2020-10-16,zone_4,199
2020-10-16,zone_5,149
2020-10-16,zone_6,302
2020-10-16,zone_7,83
2020-10-16,zone_8,348
2020-10-16,zone_9,68
2020-10-16,zone_10,134
2020-10-17,zone_1,107
2020-10-17,zone_2,332
2020-10-17,zone_3,111
2020-10-17,zone_4,326
2020-10-17,zone_5,140
2020-10-17,zone_6,304
2020-10-17,zone_7,74
2020-10-17,zone_8,367
2020-10-17,zone_9,68
2020-10-17,zone_10,80
2020-10-18,zone_1,105
2020-10-18,zone_2,342
2020-10-18,zone_3,106
2020-10-18,zone_4,209
2020-10-18,zone_5,123
2020-10-18,zone_6,297
2020-10-18,zone_7,116
2020-10-18,zone_8,387
2020-10-18,zone_9,65
2020-10-18,zone_10,92
2020-10-19,zone_1,89
2020-10-19,zone_2,338
2020-10-19,zone_3,110
2020-10-19,zone_4,180
2020-10-19,zone_5,171
2020-10-19,zone_6,282
2020-10-19,zone_7,84
2020-10-19,zone_8,345
2020-10-19,zone_9,67
2020-10-19,zone_10,94
2020-10-20,zone_1,103
2020-10-20,zone_2,319
2020-10-20,zone_3,100
2020-10-20,zone_4,204
2020-10-20,zone_5,165
2020-10-20,zone_6,286
2020-10-20,zone_7,91
2020-10-20,zone_8,367
2020-10-20,zone_9,62
2020-10-20,zone_10,104
2020-10-21,zone_1,95
2020-10-21,zone_2,354
2020-10-21,zone_3,98
2020-10-21,zone_4,195
2020-10-21,zone_5,155
2020-10-21,zone_6,331
2020-10-21,zone_7,105
2020-10-21,zone_8,424
2020-10-21,zone_9,61
2020-10-21,zone_10,92
2020-10-22,zone_1,111
2020-10-22,zone_2,362
2020-10-22,zone_3,97
2020-10-22,zone_4,206
2020-10-22,zone_5,141
2020-10-22,zone_6,340
2020-10-22,zone_7,91
2020-10-22,zone_8,365
2020-10-22,zone_9,75
2020-10-22,zone_10,96
2020-10-23,zone_1,89
2020-10-23,zone_2,349
2020-10-23,zone_3,112
2020-10-23,zone_4,191
2020-10-23,zone_5,160
2020-10-23,zone_6,339
2020-10-23,zone_7,84
2020-10-23,zone_8,358
2020-10-23,zone_9,65
2020-10-23,zone_10,96
2020-10-24,zone_1,93
2020-10-24,zone_2,327
2020-10-24,zone_3,91
2020-10-24,zone_4,214
2020-10-24,zone_5,145
2020-10-24,zone_6,419
2020-10-24,zone_7,107
2020-10-24,zone_8,387
2020-10-24,zone_9,71
2020-10-24,zone_10,96
2020-10-25,zone_1,73
2020-10-25,zone_2,350
2020-10-25,zone_3,121
2020-10-25,zone_4,219
2020-10-25,zone_5,175
2020-10-25,zone_6,316
2020-10-25,zone_7,102
2020-10-25,zone_8,353
2020-10-25,zone_9,70
2020-10-25,zone_10,102
2020-10-26,zone_1,97
2020-10-26,zone_2,342
2020-10-26,zone_3,104
2020-10-26,zone_4,180
2020-10-26,zone_5,165
2020-10-26,zone_6,330
2020-10-26,zone_7,98
2020-10-26,zone_8,397
2020-10-26,zone_9,137
2020-10-26,zone_10,113
2020-10-27,zone_1,91
2020-10-27,zone_2,335
2020-10-27,zone_3,94
2020-10-27,zone_4,189
2020-10-27,zone_5,172
2020-10-27,zone_6,336
2020-10-27,zone_7,87
2020-10-27,zone_8,385
2020-10-27,zone_9,63
2020-10-27,zone_10,119
2020-10-28,zone_1,102
2020-10-28,zone_2,368
2020-10-28,zone_3,95
2020-10-28,zone_4,193
2020-10-28,zone_5,152
2020-10-28,zone_6,371
2020-10-28,zone_7,95
2020-10-28,zone_8,385
2020-10-28,zone_9,87
2020-10-28,zone_10,106
2020-10-29,zone_1,99
2020-10-29,zone_2,382
2020-10-29,zone_3,116
2020-10-29,zone_4,207
2020-10-29,zone_5,176
2020-10-29,zone_6,333
2020-10-29,zone_7,120
2020-10-29,zone_8,387
2020-10-29,zone_9,81
2020-10-29,zone_10,118
2020-10-30,zone_1,93
2020-10-30,zone_2,335
2020-10-30,zone_3,130
2020-10-30,zone_4,213
2020-10-30,zone_5,171
2020-10-30,zone_6,324
2020-10-30,zone_7,95
2020-10-30,zone_8,383
2020-10-30,zone_9,61
2020-10-30,zone_10,105
2020-10-31,zone_1,88
2020-10-31,zone_2,364
2020-10-31,zone_3,106
2020-10-31,zone_4,212
2020-10-31,zone_5,145
2020-10-31,zone_6,307
2020-10-31,zone_7,81
2020-10-31,zone_8,406
2020-10-31,zone_9,80
2020-10-31,zone_10,112
2020-11-01,zone_1,102
2020-11-01,zone_2,354
2020-11-01,zone_3,117
2020-11-01,zone_4,223
2020-11-01,zone_5,184
2020-11-01,zone_6,369
2020-11-01,zone_7,101
2020-11-01,zone_8,397
2020-11-01,zone_9,71
2020-11-01,zone_10,102
2020-11-02,zone_1,136
2020-11-02,zone_2,361
2020-11-02,zone_3,117
2020-11-02,zone_4,206
2020-11-02,zone_5,173
2020-11-02,zone_6,347
2020-11-02,zone_7,100
2020-11-02,zone_8,407
2020-11-02,zone_9,59
2020-11-02,zone_10,92
2020-11-03,zone_1,119
2020-11-03,zone_2,358
2020-11-03,zone_3,114
2020-11-03,zone_4,226
2020-11-03,zone_5,180
2020-11-03,zone_6,338
2020-11-03,zone_7,98
2020-11-03,zone_8,418
2020-11-03,zone_9,70
2020-11-03,zone_10,111
2020-11-04,zone_1,114
2020-11-04,zone_2,356
2020-11-04,zone_3,108
2020-11-04,zone_4,226
2020-11-04,zone_5,172
2020-11-04,zone_6,324
2020-11-04,zone_7,99
2020-11-04,zone_8,596
2020-11-04,zone_9,68
2020-11-04,zone_10,109
2020-11-05,zone_1,97
2020-11-05,zone_2,352
2020-11-05,zone_3,108
2020-11-05,zone_4,229
2020-11-05,zone_5,175
2020-11-05,zone_6,344
2020-11-05,zone_7,77
2020-11-05,zone_8,380
2020-11-05,zone_9,72
2020-11-05,zone_10,119
2020-11-06,zone_1,102
2020-11-06,zone_2,352
2020-11-06,zone_3,106
2020-11-06,zone_4,231
2020-11-06,zone_5,185
2020-11-06,zone_6,325
2020-11-06,zone_7,91
2020-11-06,zone_8,416
2020-11-06,zone_9,75
2020-11-06,zone_10,105
2020-11-07,zone_1,121
2020-11-07,zone_2,360
2020-11-07,zone_3,111
2020-11-07,zone_4,194
2020-11-07,zone_5,154
2020-11-07,zone_6,347
2020-11-07,zone_7,106
2020-11-07,zone_8,362
2020-11-07,zone_9,65
2020-11-07,zone_10,109
2020-11-08,zone_1,119
2020-11-08,zone_2,369
2020-11-08,zone_3,106
2020-11-08,zone_4,249
2020-11-08,zone_5,157
2020-11-08,zone_6,360
2020-11-08,zone_7,105
2020-11-08,zone_8,378
2020-11-08,zone_9,80
2020-11-08,zone_10,109
2020-11-09,zone_1,114
2020-11-09,zone_2,373
2020-11-09,zone_3,133
2020-11-09,zone_4,244
2020-11-09,zone_5,186
